,x,Lives in a communal establishment,Density,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Other White,Mixed/multiple ethnic group: White and Black Caribbean,Mixed/multiple ethnic group: White and Black African,Mixed/multiple ethnic group: White and Asian,Mixed/multiple ethnic group: Other Mixed,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other ethnic group: Arab,Other ethnic group: Any other ethnic group,Dependent children in household: All ages,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed: Age 16 to 24,Unemployed: Age 50 to 74,Unemployed: Never worked,Long-term unemployed,Part-time: 15 hours or less worked,Part-time: 16 to 30 hours worked,Full-time: 31 to 48 hours worked,Full-time: 49 or more hours worked
350,E08000029,0.80,11.60,85.80,1.90,0.00,1.40,1.20,0.10,0.60,0.30,3.40,1.70,0.30,0.40,0.70,0.40,0.90,0.20,0.20,0.40,30.20,30.10,51.60,0.10,2.40,8.00,7.80,9.50,19.50,57.90,13.10,0.00,0.00,0.00,0.00,0.00,14.60,39.90,9.20,4.20,2.80,16.20,4.40,3.70,3.30,1.50,1.40,0.80,0.70,1.70,9.50,19.50,57.90,13.10
351,E06000056,0.90,3.60,89.70,1.20,0.20,2.80,0.70,0.20,0.60,0.40,1.00,0.20,0.10,0.60,0.70,0.80,0.50,0.10,0.10,0.20,31.60,29.20,52.50,0.10,2.80,9.10,6.30,9.50,17.20,58.40,14.90,0.00,0.00,0.00,0.00,0.00,14.00,43.60,11.00,3.50,2.80,13.50,4.20,3.90,2.40,1.30,0.90,0.80,0.40,1.30,9.50,17.20,58.40,14.90
352,E06000055,1.90,3.30,71.50,1.10,0.10,7.90,1.50,0.40,0.90,0.70,5.20,2.10,2.00,0.60,1.50,1.70,1.80,0.40,0.20,0.50,31.50,31.90,49.20,0.20,2.80,9.20,6.70,10.20,18.60,57.70,13.60,0.00,0.00,0.00,0.00,0.00,13.90,40.40,9.50,4.40,3.60,12.80,5.50,4.30,3.30,2.30,1.20,0.90,0.60,1.70,10.20,18.60,57.70,13.60
353,E07000036,1.00,10.20,95.20,0.50,0.00,1.30,0.70,0.10,0.20,0.20,0.70,0.10,0.00,0.20,0.20,0.10,0.30,0.10,0.00,0.10,28.30,31.20,48.40,0.10,2.50,10.20,7.50,9.00,19.40,60.60,11.00,0.00,0.00,0.00,0.00,0.00,15.10,41.50,8.00,4.50,2.40,15.60,3.60,3.80,4.00,1.60,1.50,0.90,0.60,1.90,9.00,19.40,60.60,11.00
354,E06000015,1.70,31.90,75.30,0.90,0.10,3.90,1.60,0.20,0.70,0.40,4.40,5.90,0.30,0.50,1.50,1.30,1.40,0.30,0.30,1.00,30.90,36.50,44.70,0.20,2.70,9.00,7.00,9.70,20.90,59.50,9.90,0.00,0.00,0.00,0.00,0.00,14.70,38.50,6.50,5.20,4.20,12.80,6.30,4.80,4.80,2.40,1.70,0.70,1.00,2.00,9.70,20.90,59.50,9.90
355,E07000032,0.90,4.60,96.50,0.30,0.00,1.30,0.40,0.10,0.20,0.10,0.30,0.10,0.00,0.20,0.20,0.10,0.10,0.00,0.00,0.10,27.50,28.80,50.70,0.30,2.30,10.00,7.80,9.30,19.40,58.20,13.10,0.00,0.00,0.00,0.00,0.00,14.80,40.00,9.00,3.90,2.20,17.40,3.40,3.80,4.10,1.50,1.20,0.70,0.50,1.60,9.30,19.40,58.20,13.10
356,E07000049,1.10,2.50,96.20,0.40,0.20,1.40,0.20,0.10,0.30,0.20,0.20,0.00,0.20,0.20,0.20,0.10,0.00,0.00,0.00,0.10,23.80,21.00,59.20,0.20,1.80,8.60,9.20,12.70,20.70,51.80,14.90,0.00,0.00,0.00,0.00,0.00,15.80,34.90,12.50,2.10,2.70,22.10,2.60,3.70,2.20,1.30,0.60,0.60,0.20,0.80,12.70,20.70,51.80,14.90
357,E07000051,1.40,1.10,96.20,0.50,0.20,1.70,0.20,0.10,0.20,0.20,0.10,0.00,0.10,0.10,0.20,0.10,0.00,0.00,0.00,0.00,24.00,25.20,54.30,0.20,2.10,9.80,8.50,11.70,21.20,52.20,14.80,0.00,0.00,0.00,0.00,0.00,16.10,35.70,12.20,2.80,2.30,20.10,2.80,3.50,2.90,1.50,0.80,0.70,0.20,1.00,11.70,21.20,52.20,14.80
358,E06000029,1.70,22.80,91.90,0.50,0.10,3.30,0.30,0.20,0.50,0.30,0.70,0.10,0.30,0.50,0.70,0.20,0.10,0.00,0.10,0.20,26.30,30.00,49.20,0.30,2.30,10.30,8.00,10.40,19.90,57.00,12.70,0.00,0.00,0.00,0.00,0.00,15.20,39.50,10.20,3.20,3.00,16.10,3.80,4.10,3.30,1.60,0.90,0.70,0.30,1.20,10.40,19.90,57.00,12.70
359,E07000149,1.40,1.40,95.20,0.40,0.10,1.90,0.30,0.10,0.30,0.20,0.30,0.10,0.00,0.30,0.30,0.20,0.10,0.00,0.10,0.10,26.70,25.40,55.50,0.30,2.20,9.40,7.30,11.30,20.10,53.10,15.40,0.00,0.00,0.00,0.00,0.00,15.70,37.60,12.20,2.70,2.50,18.20,3.20,3.90,2.80,1.30,0.80,0.70,0.30,1.00,11.30,20.10,53.10,15.40
360,E07000143,2.20,1.00,91.20,0.50,0.20,5.60,0.30,0.20,0.30,0.40,0.20,0.10,0.10,0.20,0.30,0.20,0.20,0.10,0.00,0.10,27.40,26.60,52.70,0.20,2.50,9.90,8.00,10.00,19.20,55.10,15.70,0.00,0.00,0.00,0.00,0.00,14.60,38.60,10.10,3.50,2.20,18.00,3.00,4.20,3.50,2.20,1.10,0.70,0.40,1.30,10.00,19.20,55.10,15.70
361,E07000228,1.80,4.20,90.30,0.90,0.10,3.80,0.30,0.20,0.60,0.40,1.00,0.10,0.30,0.40,0.90,0.30,0.10,0.10,0.10,0.20,29.70,28.00,53.60,0.20,2.30,8.70,7.10,10.60,18.80,55.90,14.80,0.00,0.00,0.00,0.00,0.00,15.10,42.20,12.40,2.40,2.60,14.20,3.60,4.00,2.00,1.40,0.60,0.60,0.20,0.80,10.60,18.80,55.90,14.80
362,E07000238,1.20,1.80,93.90,0.50,0.40,3.10,0.30,0.10,0.30,0.20,0.40,0.10,0.10,0.20,0.30,0.10,0.10,0.00,0.00,0.10,27.10,25.20,55.40,0.20,2.10,9.40,7.80,10.50,19.60,54.40,15.60,0.00,0.00,0.00,0.00,0.00,15.00,38.40,12.60,3.10,2.50,17.40,3.30,3.40,2.70,1.60,0.80,0.80,0.30,1.20,10.50,19.60,54.40,15.60
363,E06000002,1.60,25.70,86.10,0.40,0.10,1.70,0.40,0.30,0.70,0.30,1.10,4.90,0.20,0.70,1.00,1.10,0.10,0.10,0.70,0.40,31.20,39.40,41.40,0.10,2.70,8.80,7.50,10.50,24.70,55.50,9.40,0.00,0.00,0.00,0.00,0.00,15.00,31.10,5.10,7.60,4.40,13.80,7.40,5.50,6.80,3.20,2.30,1.30,1.70,3.10,10.50,24.70,55.50,9.40
364,E06000003,0.90,5.50,97.60,0.30,0.10,0.60,0.20,0.10,0.20,0.10,0.10,0.20,0.10,0.10,0.20,0.10,0.00,0.00,0.00,0.10,28.20,31.90,47.50,0.10,2.30,9.80,8.40,9.80,23.10,56.20,10.90,0.00,0.00,0.00,0.00,0.00,15.40,33.60,5.90,6.60,2.50,19.40,4.20,4.40,5.90,2.10,2.10,1.20,1.20,2.70,9.80,23.10,56.20,10.90
365,E06000002,1.60,25.70,86.10,0.40,0.10,1.70,0.40,0.30,0.70,0.30,1.10,4.90,0.20,0.70,1.00,1.10,0.10,0.10,0.70,0.40,31.20,39.40,41.40,0.10,2.70,8.80,7.50,10.50,24.70,55.50,9.40,0.00,0.00,0.00,0.00,0.00,15.00,31.10,5.10,7.60,4.40,13.80,7.40,5.50,6.80,3.20,2.30,1.30,1.70,3.10,10.50,24.70,55.50,9.40
366,E06000042,0.80,8.10,73.90,1.00,0.00,5.10,0.90,0.60,0.90,0.90,3.30,1.50,0.80,1.10,2.50,5.20,1.00,0.60,0.20,0.40,35.00,33.40,48.00,0.20,3.40,9.60,5.30,8.20,16.50,62.40,12.90,0.00,0.00,0.00,0.00,0.00,13.00,46.30,8.70,4.80,3.10,10.30,3.90,4.60,3.20,2.10,1.10,0.90,0.50,1.90,8.20,16.50,62.40,12.90
367,E06000042,0.80,8.10,73.90,1.00,0.00,5.10,0.90,0.60,0.90,0.90,3.30,1.50,0.80,1.10,2.50,5.20,1.00,0.60,0.20,0.40,35.00,33.40,48.00,0.20,3.40,9.60,5.30,8.20,16.50,62.40,12.90,0.00,0.00,0.00,0.00,0.00,13.00,46.30,8.70,4.80,3.10,10.30,3.90,4.60,3.20,2.10,1.10,0.90,0.50,1.90,8.20,16.50,62.40,12.90
368,E09000024,0.70,53.10,48.40,2.20,0.10,14.20,1.30,0.60,1.40,1.30,4.10,3.70,1.10,1.30,7.90,5.20,4.10,1.10,0.70,1.20,31.60,40.20,44.90,0.30,2.60,6.90,5.10,7.90,16.10,60.20,15.80,0.00,0.00,0.00,0.00,0.00,11.00,44.00,12.40,4.10,3.40,8.60,6.10,5.30,2.50,2.60,0.80,0.80,0.70,1.50,7.90,16.10,60.20,15.80
369,E07000209,4.60,5.10,83.50,0.90,0.40,6.20,0.30,0.20,0.80,0.50,1.20,0.40,0.20,1.40,1.70,0.80,0.20,0.10,0.70,0.60,29.00,35.20,49.40,0.20,2.10,7.40,5.80,11.70,16.50,55.20,16.60,0.00,0.00,0.00,0.00,0.00,12.20,41.10,11.30,2.70,4.90,11.30,8.50,4.40,1.90,1.70,0.60,0.70,0.30,1.00,11.70,16.50,55.20,16.60
370,E07000210,1.60,3.30,90.10,0.90,0.10,3.90,0.30,0.10,0.60,0.40,0.80,0.20,0.20,0.40,0.90,0.20,0.20,0.10,0.20,0.30,28.10,26.70,55.00,0.20,2.20,8.40,7.60,11.30,18.10,53.60,17.00,0.00,0.00,0.00,0.00,0.00,13.90,39.20,14.70,2.50,2.40,15.70,3.80,4.40,2.10,1.40,0.70,0.60,0.30,0.90,11.30,18.10,53.60,17.00
371,E07000121,6.50,2.40,91.50,0.60,0.20,3.30,0.30,0.10,0.30,0.20,0.90,0.30,0.20,0.90,0.40,0.30,0.10,0.00,0.10,0.10,26.00,37.30,43.20,0.30,2.20,9.50,7.50,12.00,22.00,53.70,12.40,0.00,0.00,0.00,0.00,0.00,14.40,33.70,8.60,3.30,5.20,15.20,10.90,2.80,4.30,1.70,1.00,0.70,0.50,1.30,12.00,22.00,53.70,12.40
372,E08000035,2.70,13.60,81.10,0.90,0.10,2.90,1.20,0.30,0.70,0.50,2.10,3.00,0.60,0.80,1.20,2.00,0.90,0.60,0.50,0.60,27.60,40.80,41.50,0.20,2.60,8.40,6.50,9.70,19.80,59.50,11.00,0.00,0.00,0.00,0.00,0.00,13.10,38.80,7.50,4.80,5.30,12.40,8.20,3.60,4.00,2.20,1.40,0.80,0.90,1.90,9.70,19.80,59.50,11.00
373,E08000036,1.10,9.60,92.80,0.30,0.10,2.30,0.30,0.10,0.30,0.20,0.50,1.50,0.00,0.30,0.40,0.60,0.10,0.10,0.10,0.20,28.90,30.90,48.20,0.20,2.60,10.50,7.50,8.00,20.70,60.30,11.00,0.00,0.00,0.00,0.00,0.00,14.80,39.70,6.90,4.90,2.10,16.10,3.50,4.00,5.80,2.20,1.60,0.80,0.80,1.90,8.00,20.70,60.30,11.00
374,E07000091,1.70,2.30,94.90,0.50,0.20,2.00,0.20,0.10,0.30,0.20,0.30,0.00,0.10,0.20,0.40,0.20,0.10,0.10,0.00,0.20,24.70,24.50,54.40,0.20,2.20,9.70,9.00,12.00,20.50,53.20,14.20,0.00,0.00,0.00,0.00,0.00,15.80,36.50,12.00,2.60,2.60,19.70,2.70,3.80,2.80,1.40,0.70,0.70,0.30,1.00,12.00,20.50,53.20,14.20
375,E07000091,1.70,2.30,94.90,0.50,0.20,2.00,0.20,0.10,0.30,0.20,0.30,0.00,0.10,0.20,0.40,0.20,0.10,0.10,0.00,0.20,24.70,24.50,54.40,0.20,2.20,9.70,9.00,12.00,20.50,53.20,14.20,0.00,0.00,0.00,0.00,0.00,15.80,36.50,12.00,2.60,2.60,19.70,2.70,3.80,2.80,1.40,0.70,0.70,0.30,1.00,12.00,20.50,53.20,14.20
376,E07000171,2.60,1.80,94.50,0.30,0.10,2.40,0.40,0.10,0.20,0.20,0.40,0.30,0.10,0.20,0.20,0.20,0.20,0.10,0.00,0.10,28.10,28.50,50.80,0.20,2.50,10.00,7.90,9.30,21.00,56.00,13.70,0.00,0.00,0.00,0.00,0.00,15.30,37.90,8.30,4.00,2.40,17.10,3.50,3.80,5.10,2.70,1.30,0.70,0.60,1.50,9.30,21.00,56.00,13.70
377,E07000176,2.10,2.70,90.30,0.70,0.00,2.10,0.70,0.10,0.70,0.30,2.10,1.00,0.00,0.50,0.50,0.20,0.30,0.10,0.10,0.30,29.50,28.70,53.60,0.20,2.10,8.30,7.10,10.50,19.20,55.70,14.60,0.00,0.00,0.00,0.00,0.00,14.60,40.50,10.80,2.80,3.30,15.90,5.50,3.00,2.20,1.50,0.70,0.60,0.30,1.00,10.50,19.20,55.70,14.60
378,E07000175,2.00,1.80,94.20,0.60,0.20,2.50,0.40,0.10,0.30,0.20,0.30,0.10,0.10,0.20,0.20,0.10,0.20,0.10,0.00,0.10,28.00,28.00,51.50,0.20,2.50,10.00,7.90,10.20,20.00,54.90,14.80,0.00,0.00,0.00,0.00,0.00,15.10,38.00,9.80,3.60,2.50,17.10,3.80,4.10,4.30,2.00,1.10,0.70,0.50,1.30,10.20,20.00,54.90,14.80
379,E06000037,1.90,2.20,90.40,0.80,0.10,3.50,0.50,0.20,0.50,0.40,1.10,0.30,0.10,0.40,0.50,0.50,0.30,0.10,0.10,0.10,30.90,28.60,54.10,0.20,2.30,8.80,6.00,9.60,16.40,57.90,16.10,0.00,0.00,0.00,0.00,0.00,13.90,45.60,11.30,2.90,2.50,12.60,3.40,4.30,2.20,1.40,0.80,0.70,0.30,1.10,9.60,16.40,57.90,16.10
380,E08000021,3.20,24.70,81.90,0.70,0.10,2.90,0.30,0.30,0.60,0.40,1.80,2.30,1.70,2.20,1.80,1.70,0.10,0.10,0.90,0.50,26.30,46.50,36.20,0.20,2.50,8.00,6.60,11.20,21.30,57.20,10.30,0.00,0.00,0.00,0.00,0.00,12.10,32.80,6.20,5.00,6.80,11.50,13.70,4.20,5.40,2.30,1.40,0.80,1.10,1.90,11.20,21.30,57.20,10.30
381,E08000021,3.20,24.70,81.90,0.70,0.10,2.90,0.30,0.30,0.60,0.40,1.80,2.30,1.70,2.20,1.80,1.70,0.10,0.10,0.90,0.50,26.30,46.50,36.20,0.20,2.50,8.00,6.60,11.20,21.30,57.20,10.30,0.00,0.00,0.00,0.00,0.00,12.10,32.80,6.20,5.00,6.80,11.50,13.70,4.20,5.40,2.30,1.40,0.80,1.10,1.90,11.20,21.30,57.20,10.30
382,E08000021,3.20,24.70,81.90,0.70,0.10,2.90,0.30,0.30,0.60,0.40,1.80,2.30,1.70,2.20,1.80,1.70,0.10,0.10,0.90,0.50,26.30,46.50,36.20,0.20,2.50,8.00,6.60,11.20,21.30,57.20,10.30,0.00,0.00,0.00,0.00,0.00,12.10,32.80,6.20,5.00,6.80,11.50,13.70,4.20,5.40,2.30,1.40,0.80,1.10,1.90,11.20,21.30,57.20,10.30
383,E07000195,3.40,5.90,93.30,0.30,0.00,1.40,0.50,0.10,0.40,0.20,0.80,0.40,0.10,0.80,0.80,0.40,0.20,0.10,0.10,0.20,27.10,33.50,47.30,0.20,2.30,9.00,7.90,9.70,20.00,58.70,11.60,0.00,0.00,0.00,0.00,0.00,13.80,37.80,7.60,3.70,3.90,16.10,7.60,3.20,4.70,1.70,1.10,0.70,0.50,1.40,9.70,20.00,58.70,11.60
384,E07000045,2.30,1.80,96.20,0.40,0.10,1.70,0.20,0.10,0.30,0.20,0.10,0.00,0.10,0.30,0.20,0.00,0.00,0.00,0.00,0.10,25.10,26.10,51.70,0.30,2.10,10.90,8.80,11.20,22.20,52.90,13.80,0.00,0.00,0.00,0.00,0.00,16.00,34.60,13.20,2.80,2.50,19.00,3.00,3.30,3.60,2.00,0.80,0.70,0.30,1.00,11.20,22.20,52.90,13.80
385,E06000052,1.70,1.50,95.70,0.40,0.10,2.00,0.20,0.10,0.30,0.20,0.20,0.00,0.10,0.20,0.20,0.10,0.10,0.00,0.00,0.10,25.50,28.40,50.20,0.20,2.20,10.80,8.20,10.80,23.10,52.30,13.80,0.00,0.00,0.00,0.00,0.00,15.40,31.70,13.60,3.30,2.80,18.90,4.30,4.00,4.40,1.70,1.00,0.70,0.30,1.20,10.80,23.10,52.30,13.80
386,E07000043,2.20,0.90,95.90,0.30,0.00,1.70,0.30,0.10,0.30,0.10,0.20,0.10,0.10,0.20,0.30,0.10,0.10,0.00,0.10,0.10,26.10,27.80,51.50,0.20,2.20,10.00,8.30,10.80,22.70,51.60,14.90,0.00,0.00,0.00,0.00,0.00,16.40,33.30,14.60,3.00,2.50,18.20,3.00,3.80,3.70,1.60,1.00,0.70,0.30,1.10,10.80,22.70,51.60,14.90
387,E07000049,1.10,2.50,96.20,0.40,0.20,1.40,0.20,0.10,0.30,0.20,0.20,0.00,0.20,0.20,0.20,0.10,0.00,0.00,0.00,0.10,23.80,21.00,59.20,0.20,1.80,8.60,9.20,12.70,20.70,51.80,14.90,0.00,0.00,0.00,0.00,0.00,15.80,34.90,12.50,2.10,2.70,22.10,2.60,3.70,2.20,1.30,0.60,0.60,0.20,0.80,12.70,20.70,51.80,14.90
388,E07000050,4.40,1.10,94.70,0.40,0.10,2.40,0.20,0.10,0.30,0.20,0.20,0.00,0.10,0.20,0.70,0.20,0.10,0.00,0.00,0.10,25.40,26.10,54.70,0.20,2.20,9.20,7.60,10.70,19.00,52.90,17.40,0.00,0.00,0.00,0.00,0.00,14.60,38.10,13.70,2.60,2.00,17.00,3.90,3.70,2.60,1.80,0.70,0.70,0.20,0.90,10.70,19.00,52.90,17.40
389,E06000047,2.50,2.30,96.60,0.20,0.10,1.20,0.20,0.10,0.20,0.10,0.30,0.10,0.00,0.30,0.20,0.10,0.00,0.00,0.10,0.10,27.30,32.40,47.20,0.20,2.50,9.70,7.90,8.20,19.80,60.80,11.10,0.00,0.00,0.00,0.00,0.00,13.20,37.50,6.60,4.40,2.70,17.10,6.20,3.70,6.50,2.20,1.50,0.80,0.80,1.80,8.20,19.80,60.80,11.10
390,E06000056,0.90,3.60,89.70,1.20,0.20,2.80,0.70,0.20,0.60,0.40,1.00,0.20,0.10,0.60,0.70,0.80,0.50,0.10,0.10,0.20,31.60,29.20,52.50,0.10,2.80,9.10,6.30,9.50,17.20,58.40,14.90,0.00,0.00,0.00,0.00,0.00,14.00,43.60,11.00,3.50,2.80,13.50,4.20,3.90,2.40,1.30,0.90,0.80,0.40,1.30,9.50,17.20,58.40,14.90
391,E06000055,1.90,3.30,71.50,1.10,0.10,7.90,1.50,0.40,0.90,0.70,5.20,2.10,2.00,0.60,1.50,1.70,1.80,0.40,0.20,0.50,31.50,31.90,49.20,0.20,2.80,9.20,6.70,10.20,18.60,57.70,13.60,0.00,0.00,0.00,0.00,0.00,13.90,40.40,9.50,4.40,3.60,12.80,5.50,4.30,3.30,2.30,1.20,0.90,0.60,1.70,10.20,18.60,57.70,13.60
392,E07000009,0.90,1.30,89.70,0.60,0.30,5.60,0.30,0.20,0.40,0.50,0.40,0.10,0.10,0.30,0.50,0.30,0.10,0.10,0.10,0.20,30.10,27.10,54.90,0.30,2.40,8.70,6.60,9.70,17.40,57.30,15.60,0.00,0.00,0.00,0.00,0.00,14.50,44.00,11.90,2.90,2.30,13.50,2.90,4.20,2.40,1.30,0.80,0.70,0.30,1.10,9.70,17.40,57.30,15.60
393,E07000010,1.40,1.70,90.40,0.40,0.50,5.90,0.30,0.10,0.30,0.30,0.40,0.10,0.10,0.20,0.40,0.20,0.20,0.10,0.00,0.20,27.20,28.30,50.00,0.20,2.80,10.20,8.40,9.00,18.50,58.00,14.50,0.00,0.00,0.00,0.00,0.00,14.00,39.40,9.30,4.20,2.10,17.10,3.10,4.30,4.50,2.00,1.30,0.80,0.60,1.80,9.00,18.50,58.00,14.50
394,E07000034,1.10,15.70,94.90,0.40,0.00,1.30,0.50,0.10,0.30,0.20,0.50,0.30,0.10,0.40,0.30,0.40,0.30,0.10,0.10,0.10,26.60,31.60,46.90,0.20,2.50,10.90,7.90,9.10,22.50,57.20,11.20,0.00,0.00,0.00,0.00,0.00,16.10,37.40,7.40,4.70,2.40,16.90,3.60,3.80,6.00,1.80,1.50,0.80,0.70,1.90,9.10,22.50,57.20,11.20
395,E07000038,0.80,3.60,96.90,0.30,0.10,0.80,0.30,0.10,0.30,0.10,0.40,0.10,0.00,0.20,0.10,0.20,0.10,0.00,0.00,0.10,26.00,26.80,53.30,0.30,2.20,9.20,8.30,9.70,21.50,56.10,12.70,0.00,0.00,0.00,0.00,0.00,15.90,36.90,9.30,3.70,2.30,19.30,3.40,3.50,4.50,1.40,1.10,0.80,0.60,1.40,9.70,21.50,56.10,12.70
396,E07000089,1.80,4.20,90.70,0.70,0.30,3.20,0.30,0.20,0.80,0.30,1.00,0.20,0.10,0.50,0.90,0.30,0.20,0.10,0.10,0.20,32.80,25.60,58.20,0.10,2.20,7.90,6.00,10.40,16.30,56.10,17.30,0.00,0.00,0.00,0.00,0.00,13.90,45.30,11.30,2.40,2.60,14.30,3.30,4.40,1.30,1.20,0.60,0.60,0.20,0.80,10.40,16.30,56.10,17.30
397,E07000084,0.80,2.60,88.20,0.80,0.10,3.80,0.60,0.20,0.50,0.30,1.50,0.20,0.20,0.70,1.40,0.80,0.30,0.10,0.10,0.20,31.30,29.60,52.50,0.20,2.60,9.30,5.90,8.90,15.90,61.30,13.90,0.00,0.00,0.00,0.00,0.00,13.40,47.90,9.60,3.20,2.80,12.50,2.70,4.00,2.40,1.40,0.80,0.70,0.30,1.20,8.90,15.90,61.30,13.90
398,E07000099,1.00,3.40,84.90,1.10,0.00,3.50,1.20,0.20,0.70,0.50,2.70,0.30,0.40,0.60,1.30,0.70,1.10,0.20,0.10,0.40,30.20,30.20,51.20,0.20,2.60,8.80,7.10,10.10,17.30,58.10,14.60,0.00,0.00,0.00,0.00,0.00,14.00,43.90,11.00,3.40,2.70,13.30,3.70,4.30,2.40,1.30,0.90,0.80,0.40,1.40,10.10,17.30,58.10,14.60
399,E07000097,1.40,2.90,90.30,1.10,0.00,4.00,0.50,0.20,0.60,0.40,0.70,0.20,0.20,0.40,0.50,0.40,0.20,0.10,0.10,0.20,31.40,30.50,52.30,0.20,2.30,8.60,6.20,10.30,16.70,56.50,16.60,0.00,0.00,0.00,0.00,0.00,14.10,43.70,12.30,2.80,2.40,12.50,4.40,4.40,2.10,1.30,0.70,0.70,0.30,1.00,10.30,16.70,56.50,16.60
400,E06000022,3.40,5.10,90.10,0.70,0.00,3.80,0.50,0.20,0.50,0.40,0.60,0.10,0.10,1.10,0.70,0.30,0.40,0.10,0.20,0.20,26.00,37.30,45.70,0.20,1.80,8.20,6.70,12.80,20.40,53.80,13.00,0.00,0.00,0.00,0.00,0.00,14.40,35.50,11.00,2.70,5.10,13.70,10.10,3.30,2.80,1.40,0.70,0.60,0.30,1.00,12.80,20.40,53.80,13.00
401,E06000019,1.60,0.80,93.70,0.40,0.20,3.90,0.20,0.10,0.20,0.20,0.30,0.00,0.00,0.20,0.30,0.10,0.10,0.00,0.10,0.10,26.50,28.30,51.80,0.20,2.20,9.60,7.90,10.20,20.60,52.60,16.50,0.00,0.00,0.00,0.00,0.00,15.20,36.00,14.40,3.30,2.40,16.60,3.60,3.50,3.40,1.60,1.00,0.70,0.40,1.20,10.20,20.60,52.60,16.50
402,E07000147,2.40,1.10,96.60,0.30,0.00,1.70,0.20,0.10,0.20,0.10,0.10,0.00,0.10,0.10,0.20,0.10,0.10,0.00,0.00,0.10,20.70,24.20,53.40,0.30,2.20,10.30,9.60,11.90,21.70,51.80,14.60,0.00,0.00,0.00,0.00,0.00,14.60,30.20,13.30,3.30,1.80,23.80,2.80,4.00,3.90,2.20,1.00,0.90,0.30,1.30,11.90,21.70,51.80,14.60
403,E06000051,2.60,1.00,95.40,0.50,0.10,2.00,0.20,0.10,0.20,0.20,0.20,0.10,0.10,0.30,0.30,0.10,0.10,0.00,0.10,0.10,26.50,29.10,51.40,0.20,2.00,9.50,7.90,10.20,20.50,53.60,15.70,0.00,0.00,0.00,0.00,0.00,15.50,37.10,12.70,3.30,2.30,16.90,3.90,3.40,3.20,1.60,1.00,0.70,0.40,1.30,10.20,20.50,53.60,15.70
404,E06000024,1.60,5.40,94.10,0.50,0.10,2.60,0.30,0.10,0.30,0.20,0.40,0.10,0.10,0.30,0.30,0.20,0.10,0.00,0.10,0.10,27.10,26.80,52.30,0.20,2.40,10.20,8.00,10.80,20.80,54.80,13.60,0.00,0.00,0.00,0.00,0.00,15.90,38.20,10.60,3.00,2.80,17.50,3.20,3.50,3.90,1.40,0.80,0.70,0.30,1.10,10.80,20.80,54.80,13.60
405,E06000030,0.60,9.10,84.60,0.90,0.10,4.20,0.70,0.30,0.60,0.50,3.30,0.60,0.40,0.50,1.60,0.80,0.40,0.20,0.10,0.30,30.60,32.40,48.60,0.30,2.90,9.80,6.00,8.30,17.30,63.70,10.70,0.00,0.00,0.00,0.00,0.00,14.40,46.70,7.80,4.20,2.90,11.60,3.20,4.10,3.40,1.80,1.10,0.80,0.50,1.60,8.30,17.30,63.70,10.70
406,E07000114,1.80,13.00,90.40,0.80,0.10,4.20,0.50,0.20,0.40,0.40,0.50,0.10,0.10,0.30,0.70,0.40,0.20,0.10,0.10,0.20,27.10,31.40,44.10,0.20,3.30,11.90,9.10,10.10,22.80,54.80,12.40,0.00,0.00,0.00,0.00,0.00,14.40,31.70,10.10,5.70,3.00,18.20,4.30,4.90,5.60,2.10,1.70,1.20,0.90,2.50,10.10,22.80,54.80,12.40
407,E07000106,5.70,4.90,87.50,0.80,0.20,4.40,0.40,0.20,0.60,0.40,1.00,0.20,0.20,1.00,1.10,0.90,0.30,0.10,0.30,0.30,26.10,38.60,43.00,0.20,2.30,8.40,7.50,13.70,20.80,51.10,14.40,0.00,0.00,0.00,0.00,0.00,12.80,31.20,9.60,3.00,7.10,15.00,12.50,3.60,3.30,1.80,0.90,0.70,0.40,1.20,13.70,20.80,51.10,14.40
408,E08000022,0.80,24.40,95.10,0.30,0.00,1.20,0.20,0.20,0.30,0.20,0.50,0.20,0.30,0.40,0.40,0.30,0.00,0.00,0.10,0.10,27.40,32.30,46.50,0.20,2.80,10.10,8.00,7.60,20.60,61.50,10.30,0.00,0.00,0.00,0.00,0.00,14.80,41.50,6.50,4.90,2.80,15.90,3.60,3.40,5.00,1.60,1.30,1.00,0.70,2.00,7.60,20.60,61.50,10.30
