,x,Lives in a communal establishment,Density,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Other White,Mixed/multiple ethnic group: White and Black Caribbean,Mixed/multiple ethnic group: White and Black African,Mixed/multiple ethnic group: White and Asian,Mixed/multiple ethnic group: Other Mixed,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other ethnic group: Arab,Other ethnic group: Any other ethnic group,Dependent children in household: All ages,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed: Age 16 to 24,Unemployed: Age 50 to 74,Unemployed: Never worked,Long-term unemployed,Part-time: 15 hours or less worked,Part-time: 16 to 30 hours worked,Full-time: 31 to 48 hours worked,Full-time: 49 or more hours worked
578,E07000195,3.40,5.90,93.30,0.30,0.00,1.40,0.50,0.10,0.40,0.20,0.80,0.40,0.10,0.80,0.80,0.40,0.20,0.10,0.10,0.20,27.10,33.50,47.30,0.20,2.30,9.00,7.90,9.70,20.00,58.70,11.60,0.00,0.00,0.00,0.00,0.00,13.80,37.80,7.60,3.70,3.90,16.10,7.60,3.20,4.70,1.70,1.10,0.70,0.50,1.40,9.70,20.00,58.70,11.60
579,E07000197,2.50,2.20,92.60,0.60,0.10,1.70,0.60,0.10,0.30,0.20,1.00,0.30,0.10,0.40,0.70,0.30,0.40,0.10,0.20,0.20,27.10,29.20,51.90,0.20,2.30,9.10,7.20,9.80,19.30,56.20,14.60,0.00,0.00,0.00,0.00,0.00,14.50,40.00,9.10,3.10,3.40,16.70,5.10,3.00,3.10,2.00,0.90,0.70,0.40,1.20,9.80,19.30,56.20,14.60
580,E08000027,0.80,31.90,88.50,0.40,0.10,1.00,1.10,0.10,0.40,0.20,1.80,3.30,0.10,0.30,0.50,0.40,0.80,0.20,0.40,0.20,29.70,31.20,50.20,0.10,2.40,8.40,7.80,9.00,20.80,59.50,10.70,0.00,0.00,0.00,0.00,0.00,15.00,38.20,7.50,5.30,2.50,16.20,4.30,4.60,4.40,2.00,1.50,1.00,0.90,2.40,9.00,20.80,59.50,10.70
581,E07000221,1.40,1.20,93.60,0.70,0.10,2.90,0.30,0.10,0.40,0.20,0.50,0.10,0.00,0.30,0.40,0.10,0.10,0.00,0.00,0.10,26.20,25.60,54.90,0.10,2.20,9.20,7.90,10.80,19.20,53.20,16.90,0.00,0.00,0.00,0.00,0.00,14.40,38.50,14.10,2.50,2.60,17.30,3.40,3.50,2.30,1.40,0.60,0.70,0.20,0.90,10.80,19.20,53.20,16.90
582,E09000022,1.00,113.00,39.00,2.50,0.10,15.50,2.70,1.40,1.20,2.30,1.60,1.00,0.70,1.50,2.00,11.60,9.50,4.80,0.60,1.90,26.80,58.40,26.20,0.80,3.80,7.30,3.50,6.80,14.30,61.60,17.30,0.00,0.00,0.00,0.00,0.00,9.50,46.50,11.30,6.00,3.80,5.60,6.80,3.50,3.80,3.30,1.20,1.00,1.10,2.40,6.80,14.30,61.60,17.30
583,E08000009,0.60,21.40,80.40,2.20,0.00,2.90,1.20,0.30,0.70,0.50,2.80,3.10,0.20,1.00,0.90,0.80,1.70,0.40,0.60,0.40,31.50,33.20,48.60,0.20,2.40,8.50,7.10,8.90,19.00,60.20,11.90,0.00,0.00,0.00,0.00,0.00,14.00,41.90,9.70,3.80,3.10,13.30,4.40,3.90,4.00,1.80,1.00,0.70,0.50,1.50,8.90,19.00,60.20,11.90
584,E07000082,1.10,2.40,94.90,0.50,0.10,2.40,0.30,0.10,0.40,0.30,0.20,0.00,0.00,0.20,0.30,0.10,0.10,0.00,0.00,0.10,27.60,27.50,53.00,0.30,2.30,9.60,7.30,11.20,20.20,55.00,13.60,0.00,0.00,0.00,0.00,0.00,15.70,38.90,13.20,2.80,2.50,15.60,3.60,3.50,2.80,1.30,0.80,0.70,0.30,1.10,11.20,20.20,55.00,13.60
585,E07000206,1.50,3.10,95.80,0.40,0.10,1.50,0.30,0.20,0.30,0.20,0.20,0.00,0.10,0.30,0.30,0.20,0.10,0.10,0.00,0.10,25.30,27.70,50.00,0.20,2.30,10.80,9.10,12.00,22.60,52.20,13.20,0.00,0.00,0.00,0.00,0.00,16.40,32.70,9.10,4.50,2.50,20.30,3.10,4.60,4.60,2.20,1.40,1.00,0.60,1.60,12.00,22.60,52.20,13.20
586,E07000205,2.00,1.40,93.90,0.50,0.00,2.20,0.40,0.20,0.40,0.30,0.60,0.10,0.10,0.40,0.40,0.20,0.20,0.10,0.00,0.10,25.90,24.60,55.20,0.20,2.30,9.30,8.40,12.60,20.40,51.80,15.20,0.00,0.00,0.00,0.00,0.00,15.90,36.20,11.80,2.70,2.40,19.40,3.20,3.90,2.60,1.70,0.80,0.70,0.30,1.00,12.60,20.40,51.80,15.20
587,E08000024,1.30,20.00,94.80,0.20,0.00,0.90,0.20,0.10,0.20,0.10,0.60,0.20,0.80,0.60,0.50,0.40,0.00,0.00,0.10,0.20,28.10,35.30,45.10,0.10,2.40,9.20,7.90,8.00,22.20,61.00,8.90,0.00,0.00,0.00,0.00,0.00,14.20,36.90,5.60,5.80,3.40,15.70,5.20,4.20,6.90,2.10,1.90,1.00,1.10,2.30,8.00,22.20,61.00,8.90
588,E07000209,4.60,5.10,83.50,0.90,0.40,6.20,0.30,0.20,0.80,0.50,1.20,0.40,0.20,1.40,1.70,0.80,0.20,0.10,0.70,0.60,29.00,35.20,49.40,0.20,2.10,7.40,5.80,11.70,16.50,55.20,16.60,0.00,0.00,0.00,0.00,0.00,12.20,41.10,11.30,2.70,4.90,11.30,8.50,4.40,1.90,1.70,0.60,0.70,0.30,1.00,11.70,16.50,55.20,16.60
589,E07000214,2.00,9.10,84.90,1.00,0.20,4.10,0.40,0.20,0.80,0.50,2.00,0.80,0.30,0.60,2.50,0.60,0.30,0.10,0.20,0.50,32.20,27.10,56.20,0.10,2.10,8.00,6.30,10.00,16.80,56.30,16.90,0.00,0.00,0.00,0.00,0.00,13.60,44.20,11.80,2.80,2.90,13.50,3.50,4.40,1.70,1.80,0.80,0.70,0.30,1.00,10.00,16.80,56.30,16.90
590,E09000029,0.80,43.40,70.90,1.70,0.10,5.90,1.20,0.40,1.20,0.90,3.40,1.40,0.60,1.20,5.00,2.90,1.40,0.50,0.50,0.80,32.40,34.70,47.70,0.20,2.70,8.40,6.30,8.80,17.40,60.90,12.80,0.00,0.00,0.00,0.00,0.00,13.30,43.30,11.40,3.90,3.00,11.10,4.70,4.50,2.80,1.90,1.00,0.70,0.50,1.60,8.80,17.40,60.90,12.80
591,E08000025,2.00,40.10,53.10,2.10,0.00,2.70,2.30,0.30,1.00,0.80,6.00,13.50,3.00,1.20,2.90,2.80,4.40,1.70,1.00,1.00,33.90,41.60,41.00,0.20,3.20,7.50,6.50,9.90,21.50,58.80,9.90,0.00,0.00,0.00,0.00,0.00,12.70,33.10,6.90,7.10,4.40,10.70,9.70,6.40,5.30,3.70,2.00,1.10,1.80,2.90,9.90,21.50,58.80,9.90
592,E07000194,1.70,3.00,94.60,0.60,0.00,1.50,0.50,0.10,0.30,0.20,0.90,0.20,0.10,0.20,0.30,0.10,0.30,0.10,0.00,0.10,28.40,27.00,54.80,0.10,2.20,8.60,7.30,10.30,19.10,54.90,15.70,0.00,0.00,0.00,0.00,0.00,14.60,38.60,10.40,3.40,2.40,18.60,3.70,3.50,3.00,1.80,1.00,0.80,0.40,1.30,10.30,19.10,54.90,15.70
593,E07000199,0.50,24.90,95.00,0.70,0.00,1.60,0.50,0.10,0.30,0.20,0.50,0.10,0.00,0.20,0.20,0.10,0.30,0.10,0.00,0.10,32.00,31.70,49.00,0.10,2.70,10.10,6.40,8.60,19.00,59.70,12.60,0.00,0.00,0.00,0.00,0.00,15.10,43.10,7.10,4.50,2.70,14.30,3.50,4.20,4.10,1.40,1.30,0.90,0.50,1.80,8.60,19.00,59.70,12.60
594,E06000050,1.00,3.60,94.70,0.70,0.10,2.00,0.30,0.10,0.30,0.20,0.40,0.10,0.20,0.30,0.30,0.20,0.10,0.00,0.10,0.10,27.60,30.90,49.90,0.20,2.10,9.30,7.70,9.90,20.20,57.20,12.70,0.00,0.00,0.00,0.00,0.00,14.90,39.30,9.00,3.70,3.30,16.40,4.40,3.50,3.90,1.50,1.00,0.80,0.40,1.40,9.90,20.20,57.20,12.70
595,E06000049,1.40,3.20,93.60,0.60,0.10,2.50,0.40,0.10,0.30,0.20,0.60,0.20,0.10,0.30,0.40,0.20,0.10,0.10,0.10,0.10,27.90,28.50,52.10,0.20,2.20,9.30,7.70,9.90,19.40,56.50,14.20,0.00,0.00,0.00,0.00,0.00,14.40,39.40,10.70,3.20,2.80,17.10,4.20,3.50,3.10,1.50,0.80,0.80,0.40,1.30,9.90,19.40,56.50,14.20
596,E07000190,3.00,2.40,93.50,0.50,0.20,3.10,0.20,0.20,0.30,0.20,0.30,0.10,0.10,0.40,0.60,0.20,0.10,0.00,0.10,0.10,27.30,29.20,49.90,0.10,2.40,10.30,8.00,10.00,21.40,55.10,13.50,0.00,0.00,0.00,0.00,0.00,16.30,39.30,10.70,2.80,3.00,15.60,4.00,3.40,3.60,1.50,0.90,0.60,0.30,1.00,10.00,21.40,55.10,13.50
597,E06000020,1.30,5.70,89.50,0.40,0.10,2.70,0.90,0.20,0.50,0.30,1.80,1.30,0.10,0.40,0.50,0.60,0.40,0.10,0.10,0.20,33.00,32.90,47.60,0.20,2.70,10.20,6.40,8.50,18.50,61.50,11.50,0.00,0.00,0.00,0.00,0.00,13.50,41.40,7.00,4.70,2.80,13.70,5.10,4.80,4.90,2.00,1.50,0.70,0.70,1.90,8.50,18.50,61.50,11.50
598,E07000078,3.10,24.80,88.30,0.90,0.10,5.00,0.40,0.20,0.60,0.40,1.40,0.20,0.30,0.70,0.70,0.50,0.10,0.10,0.10,0.20,24.20,38.80,42.60,0.20,2.40,9.20,6.70,10.20,18.50,59.40,11.90,0.00,0.00,0.00,0.00,0.00,13.40,41.90,9.60,3.30,4.70,12.70,6.30,3.50,3.00,1.60,0.90,0.70,0.40,1.40,10.20,18.50,59.40,11.90
599,E07000081,1.40,30.00,84.60,0.70,0.10,3.80,1.80,0.30,0.50,0.50,2.60,0.50,0.40,0.40,0.90,0.90,1.50,0.40,0.10,0.20,30.80,34.10,46.60,0.30,2.70,10.00,6.40,9.00,20.30,60.60,10.10,0.00,0.00,0.00,0.00,0.00,16.10,43.20,7.00,4.30,3.30,12.10,4.20,4.00,4.00,1.90,1.30,0.80,0.60,1.70,9.00,20.30,60.60,10.10
600,E07000083,1.10,2.00,94.00,0.60,0.40,2.60,0.40,0.10,0.30,0.20,0.50,0.10,0.10,0.20,0.30,0.20,0.10,0.10,0.00,0.10,27.10,26.10,54.30,0.30,2.30,9.70,7.40,9.90,19.20,57.60,13.30,0.00,0.00,0.00,0.00,0.00,15.10,41.70,10.80,2.80,2.40,16.90,3.00,3.60,2.40,1.40,0.70,0.70,0.30,1.00,9.90,19.20,57.60,13.30
601,E07000082,1.10,2.40,94.90,0.50,0.10,2.40,0.30,0.10,0.40,0.30,0.20,0.00,0.00,0.20,0.30,0.10,0.10,0.00,0.00,0.10,27.60,27.50,53.00,0.30,2.30,9.60,7.30,11.20,20.20,55.00,13.60,0.00,0.00,0.00,0.00,0.00,15.70,38.90,13.20,2.80,2.50,15.60,3.60,3.50,2.80,1.30,0.80,0.70,0.30,1.10,11.20,20.20,55.00,13.60
602,E07000079,1.90,0.70,94.50,0.60,0.10,2.70,0.20,0.10,0.30,0.20,0.30,0.00,0.00,0.30,0.40,0.20,0.10,0.10,0.00,0.10,24.60,25.70,54.90,0.30,2.20,9.00,8.00,12.00,19.00,51.40,17.50,0.00,0.00,0.00,0.00,0.00,14.50,36.50,16.10,2.50,2.40,16.20,4.40,3.90,2.10,1.40,0.60,0.70,0.20,0.90,12.00,19.00,51.40,17.50
603,E06000020,1.30,5.70,89.50,0.40,0.10,2.70,0.90,0.20,0.50,0.30,1.80,1.30,0.10,0.40,0.50,0.60,0.40,0.10,0.10,0.20,33.00,32.90,47.60,0.20,2.70,10.20,6.40,8.50,18.50,61.50,11.50,0.00,0.00,0.00,0.00,0.00,13.50,41.40,7.00,4.70,2.80,13.70,5.10,4.80,4.90,2.00,1.50,0.70,0.70,1.90,8.50,18.50,61.50,11.50
604,E06000051,2.60,1.00,95.40,0.50,0.10,2.00,0.20,0.10,0.20,0.20,0.20,0.10,0.10,0.30,0.30,0.10,0.10,0.00,0.10,0.10,26.50,29.10,51.40,0.20,2.00,9.50,7.90,10.20,20.50,53.60,15.70,0.00,0.00,0.00,0.00,0.00,15.50,37.10,12.70,3.30,2.30,16.90,3.90,3.40,3.20,1.60,1.00,0.70,0.40,1.30,10.20,20.50,53.60,15.70
605,E07000168,2.20,1.30,95.20,0.30,0.00,2.00,0.20,0.10,0.30,0.20,0.40,0.20,0.10,0.30,0.40,0.20,0.00,0.00,0.10,0.10,23.10,28.60,48.70,0.20,2.50,10.80,9.20,10.80,24.30,51.10,13.80,0.00,0.00,0.00,0.00,0.00,16.20,30.70,11.70,4.20,3.00,20.30,4.00,3.50,4.70,1.80,1.20,0.90,0.40,1.70,10.80,24.30,51.10,13.80
606,E07000164,2.00,0.70,96.30,0.30,0.10,1.50,0.20,0.10,0.30,0.10,0.20,0.10,0.00,0.10,0.20,0.10,0.00,0.10,0.10,0.10,26.50,24.90,56.40,0.10,2.20,8.60,7.90,10.10,19.00,52.60,18.30,0.00,0.00,0.00,0.00,0.00,15.10,38.90,13.40,2.60,2.20,18.10,3.00,3.10,2.30,1.40,0.70,0.60,0.30,0.80,10.10,19.00,52.60,18.30
607,E07000167,2.20,0.30,96.20,0.50,0.20,1.80,0.20,0.10,0.20,0.10,0.10,0.00,0.00,0.20,0.30,0.10,0.00,0.00,0.00,0.00,24.00,25.40,55.00,0.10,2.10,8.70,8.70,11.30,20.50,50.60,17.70,0.00,0.00,0.00,0.00,0.00,15.40,34.00,16.60,2.70,2.20,18.60,3.40,3.10,2.50,1.40,0.80,0.70,0.30,1.00,11.30,20.50,50.60,17.70
608,E06000025,1.70,5.30,91.90,0.50,0.10,2.50,0.60,0.20,0.40,0.30,1.00,0.30,0.10,0.50,0.60,0.40,0.40,0.10,0.10,0.20,30.60,30.40,51.90,0.10,2.20,8.90,6.40,10.30,19.60,58.50,11.50,0.00,0.00,0.00,0.00,0.00,16.30,42.90,8.90,2.80,3.50,14.20,4.10,3.20,2.50,1.50,0.80,0.50,0.30,1.00,10.30,19.60,58.50,11.50
609,E06000034,0.40,9.70,80.90,0.70,0.20,4.10,0.70,0.40,0.40,0.40,1.40,0.30,0.40,0.50,1.00,6.20,0.80,0.80,0.20,0.40,34.80,33.90,47.60,0.10,3.30,8.90,6.10,8.60,18.00,60.40,13.00,0.00,0.00,0.00,0.00,0.00,14.30,42.60,8.90,5.40,2.70,11.70,3.50,5.20,3.50,2.10,1.50,0.90,0.80,2.20,8.60,18.00,60.40,13.00
610,E07000042,1.10,0.90,95.90,0.40,0.10,2.30,0.20,0.10,0.20,0.10,0.10,0.00,0.00,0.20,0.20,0.10,0.00,0.00,0.00,0.10,27.60,26.40,53.80,0.20,2.40,9.70,7.50,10.60,20.90,52.50,16.00,0.00,0.00,0.00,0.00,0.00,15.70,36.10,15.30,2.70,2.10,16.50,3.20,3.70,3.10,1.50,0.80,0.60,0.30,1.00,10.60,20.90,52.50,16.00
611,E07000040,2.20,1.60,96.20,0.40,0.10,1.70,0.20,0.10,0.30,0.20,0.20,0.00,0.10,0.20,0.30,0.10,0.00,0.00,0.00,0.10,22.60,23.70,54.40,0.20,2.10,9.80,9.90,11.80,22.60,50.60,15.10,0.00,0.00,0.00,0.00,0.00,16.00,32.50,14.10,2.40,2.30,22.40,2.90,3.30,2.80,1.30,0.70,0.70,0.20,0.80,11.80,22.60,50.60,15.10
612,E07000115,1.20,5.00,92.40,0.60,0.30,2.60,0.40,0.20,0.60,0.30,0.60,0.10,0.20,0.40,0.60,0.20,0.10,0.00,0.10,0.20,32.80,28.10,53.40,0.20,2.50,9.30,6.60,10.30,18.50,55.30,15.90,0.00,0.00,0.00,0.00,0.00,14.70,41.30,11.30,3.00,2.70,14.50,4.00,4.70,2.50,1.40,0.90,0.60,0.40,1.10,10.30,18.50,55.30,15.90
613,E07000111,1.10,3.10,91.00,0.80,0.30,3.60,0.40,0.20,0.60,0.30,0.60,0.10,0.10,0.40,0.50,0.50,0.20,0.10,0.10,0.10,29.90,27.30,54.50,0.20,2.30,8.40,7.30,11.00,18.20,53.00,17.80,0.00,0.00,0.00,0.00,0.00,14.00,38.80,13.60,2.80,2.20,15.30,4.10,5.40,2.20,1.60,0.70,0.80,0.30,1.10,11.00,18.20,53.00,17.80
614,E09000032,1.70,89.60,53.30,2.50,0.10,15.50,1.50,0.70,1.30,1.50,2.80,3.20,0.50,1.20,3.20,4.80,4.00,1.80,0.80,1.30,24.30,54.20,32.60,0.60,2.50,6.50,3.70,6.30,11.80,59.80,22.10,0.00,0.00,0.00,0.00,0.00,7.80,50.90,12.10,3.80,3.30,6.20,6.00,4.30,2.90,2.70,0.70,0.70,0.60,1.50,6.30,11.80,59.80,22.10
615,E06000027,2.30,20.80,94.80,0.50,0.00,2.20,0.30,0.10,0.30,0.30,0.30,0.10,0.10,0.20,0.40,0.10,0.10,0.00,0.10,0.10,24.40,29.10,46.60,0.30,2.60,12.20,9.20,10.00,24.10,54.10,11.80,0.00,0.00,0.00,0.00,0.00,15.70,31.40,11.40,4.50,2.60,19.60,3.20,3.90,5.80,1.80,1.30,1.00,0.50,1.80,10.00,24.10,54.10,11.80
616,E07000046,1.50,0.60,97.10,0.30,0.10,1.20,0.20,0.10,0.20,0.20,0.10,0.00,0.00,0.20,0.10,0.00,0.10,0.00,0.00,0.10,24.20,25.70,53.30,0.20,2.20,10.10,8.40,11.20,22.80,50.20,15.80,0.00,0.00,0.00,0.00,0.00,15.60,30.00,16.10,3.40,1.90,20.50,3.10,3.90,4.00,1.60,0.90,0.90,0.30,1.40,11.20,22.80,50.20,15.80
617,E07000047,3.10,0.50,96.40,0.40,0.00,1.60,0.20,0.10,0.20,0.20,0.10,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.10,0.10,24.80,25.30,54.50,0.20,2.10,9.60,8.30,12.10,21.80,48.10,18.00,0.00,0.00,0.00,0.00,0.00,15.20,31.10,16.60,3.10,2.20,19.60,3.30,3.40,3.40,2.10,0.80,0.80,0.30,1.10,12.10,21.80,48.10,18.00
618,E07000044,1.60,0.90,95.80,0.40,0.10,2.00,0.20,0.10,0.30,0.20,0.10,0.00,0.10,0.10,0.20,0.10,0.00,0.00,0.10,0.10,24.00,24.80,54.10,0.20,2.10,10.40,8.40,12.10,22.50,49.20,16.20,0.00,0.00,0.00,0.00,0.00,15.10,31.30,17.40,2.30,2.40,20.20,3.30,3.20,3.10,1.50,0.60,0.70,0.20,0.80,12.10,22.50,49.20,16.20
619,E06000027,2.30,20.80,94.80,0.50,0.00,2.20,0.30,0.10,0.30,0.30,0.30,0.10,0.10,0.20,0.40,0.10,0.10,0.00,0.10,0.10,24.40,29.10,46.60,0.30,2.60,12.20,9.20,10.00,24.10,54.10,11.80,0.00,0.00,0.00,0.00,0.00,15.70,31.40,11.40,4.50,2.60,19.60,3.20,3.90,5.80,1.80,1.30,1.00,0.50,1.80,10.00,24.10,54.10,11.80
620,E09000014,0.70,86.20,34.70,2.70,0.10,23.00,1.90,1.00,1.50,2.10,2.30,0.80,1.70,1.50,3.20,9.00,7.10,2.60,0.90,3.90,31.40,50.00,33.30,0.60,4.00,8.20,3.90,8.80,19.20,58.10,13.90,0.00,0.00,0.00,0.00,0.00,11.20,36.50,13.90,6.10,3.90,6.90,8.30,5.00,4.40,3.90,1.10,1.00,1.40,2.30,8.80,19.20,58.10,13.90
621,E06000052,1.70,1.50,95.70,0.40,0.10,2.00,0.20,0.10,0.30,0.20,0.20,0.00,0.10,0.20,0.20,0.10,0.10,0.00,0.00,0.10,25.50,28.40,50.20,0.20,2.20,10.80,8.20,10.80,23.10,52.30,13.80,0.00,0.00,0.00,0.00,0.00,15.40,31.70,13.60,3.30,2.80,18.90,4.30,4.00,4.40,1.70,1.00,0.70,0.30,1.20,10.80,23.10,52.30,13.80
622,E07000116,2.10,3.50,89.60,0.80,0.30,4.30,0.40,0.20,0.70,0.40,0.60,0.20,0.40,0.50,0.80,0.40,0.10,0.10,0.10,0.20,30.10,31.30,50.10,0.10,2.60,9.10,6.70,10.40,18.00,54.60,17.00,0.00,0.00,0.00,0.00,0.00,13.70,40.40,13.60,3.00,2.50,12.60,4.80,5.10,2.70,1.70,0.70,0.70,0.30,1.10,10.40,18.00,54.60,17.00
623,E09000027,1.50,32.60,71.40,2.50,0.10,11.90,0.70,0.40,1.50,1.00,2.80,0.60,0.50,0.90,2.50,0.90,0.40,0.20,0.60,1.00,29.60,36.70,47.30,0.40,2.20,7.90,5.40,8.90,14.80,54.90,21.50,0.00,0.00,0.00,0.00,0.00,10.30,44.60,14.90,3.00,2.70,10.00,5.40,5.10,2.00,2.00,0.60,0.70,0.30,1.10,8.90,14.80,54.90,21.50
624,E08000022,0.80,24.40,95.10,0.30,0.00,1.20,0.20,0.20,0.30,0.20,0.50,0.20,0.30,0.40,0.40,0.30,0.00,0.00,0.10,0.10,27.40,32.30,46.50,0.20,2.80,10.10,8.00,7.60,20.60,61.50,10.30,0.00,0.00,0.00,0.00,0.00,14.80,41.50,6.50,4.90,2.80,15.90,3.60,3.40,5.00,1.60,1.30,1.00,0.70,2.00,7.60,20.60,61.50,10.30
625,E09000017,2.40,23.70,52.20,2.20,0.10,6.10,1.00,0.50,1.30,1.00,13.40,3.40,1.00,1.10,6.50,4.10,1.70,1.50,1.10,1.90,35.80,36.40,47.20,0.20,2.70,7.50,6.00,9.40,17.20,61.30,12.00,0.00,0.00,0.00,0.00,0.00,11.90,40.40,9.30,4.30,4.80,10.20,8.40,5.20,2.90,2.50,1.00,0.80,0.80,1.80,9.40,17.20,61.30,12.00
626,E09000022,1.00,113.00,39.00,2.50,0.10,15.50,2.70,1.40,1.20,2.30,1.60,1.00,0.70,1.50,2.00,11.60,9.50,4.80,0.60,1.90,26.80,58.40,26.20,0.80,3.80,7.30,3.50,6.80,14.30,61.60,17.30,0.00,0.00,0.00,0.00,0.00,9.50,46.50,11.30,6.00,3.80,5.60,6.80,3.50,3.80,3.30,1.20,1.00,1.10,2.40,6.80,14.30,61.60,17.30
627,E08000036,1.10,9.60,92.80,0.30,0.10,2.30,0.30,0.10,0.30,0.20,0.50,1.50,0.00,0.30,0.40,0.60,0.10,0.10,0.10,0.20,28.90,30.90,48.20,0.20,2.60,10.50,7.50,8.00,20.70,60.30,11.00,0.00,0.00,0.00,0.00,0.00,14.80,39.70,6.90,4.90,2.10,16.10,3.50,4.00,5.80,2.20,1.60,0.80,0.80,1.90,8.00,20.70,60.30,11.00
628,E08000015,1.10,20.40,95.00,0.80,0.00,1.20,0.30,0.20,0.30,0.30,0.40,0.10,0.30,0.50,0.30,0.10,0.10,0.00,0.10,0.10,28.20,33.90,44.60,0.20,2.60,10.30,8.50,8.80,22.10,58.70,10.40,0.00,0.00,0.00,0.00,0.00,15.00,36.30,7.50,5.20,2.50,16.80,4.50,3.90,6.40,2.00,1.60,1.00,0.90,2.10,8.80,22.10,58.70,10.40
629,E08000030,0.70,25.90,76.90,0.40,0.10,1.40,1.60,0.10,0.70,0.30,6.10,5.30,1.90,0.40,1.50,0.70,1.20,0.40,0.10,0.70,32.00,32.90,48.20,0.10,2.70,8.30,7.90,8.80,21.20,59.50,10.50,0.00,0.00,0.00,0.00,0.00,14.00,35.30,7.30,6.80,2.70,15.00,5.00,5.80,5.20,2.90,2.10,1.10,1.40,3.00,8.80,21.20,59.50,10.50
630,E08000030,0.70,25.90,76.90,0.40,0.10,1.40,1.60,0.10,0.70,0.30,6.10,5.30,1.90,0.40,1.50,0.70,1.20,0.40,0.10,0.70,32.00,32.90,48.20,0.10,2.70,8.30,7.90,8.80,21.20,59.50,10.50,0.00,0.00,0.00,0.00,0.00,14.00,35.30,7.30,6.80,2.70,15.00,5.00,5.80,5.20,2.90,2.10,1.10,1.40,3.00,8.80,21.20,59.50,10.50
631,E09000031,0.60,66.50,36.00,1.50,0.10,14.50,1.80,0.90,1.00,1.60,3.50,10.20,1.80,1.00,4.50,7.30,7.30,2.80,1.50,2.60,34.80,43.40,40.00,0.40,3.70,7.60,4.90,8.90,19.10,61.10,10.90,0.00,0.00,0.00,0.00,0.00,11.50,36.30,12.40,6.10,4.40,8.00,8.00,6.00,3.80,3.60,1.50,0.90,1.40,2.30,8.90,19.10,61.10,10.90
632,E06000048,1.70,0.60,97.20,0.30,0.00,0.90,0.20,0.10,0.20,0.10,0.30,0.10,0.10,0.10,0.20,0.10,0.00,0.00,0.00,0.10,26.40,27.60,52.10,0.20,2.60,9.30,8.20,9.00,20.90,57.20,13.00,0.00,0.00,0.00,0.00,0.00,14.70,37.00,9.50,4.40,2.20,18.80,3.50,3.60,4.40,1.80,1.30,0.90,0.70,1.70,9.00,20.90,57.20,13.00
633,E07000180,2.40,2.10,89.80,0.80,0.10,4.30,0.30,0.10,0.50,0.30,0.70,0.30,0.20,0.50,0.80,0.70,0.20,0.10,0.10,0.20,29.40,28.30,54.70,0.20,2.10,8.00,6.70,9.50,17.60,58.10,14.80,0.00,0.00,0.00,0.00,0.00,14.30,44.80,10.80,2.50,2.70,13.90,3.90,3.90,1.90,1.30,0.70,0.60,0.20,0.90,9.50,17.60,58.10,14.80
634,E07000179,2.10,2.00,90.90,0.80,0.10,4.20,0.40,0.10,0.50,0.30,0.60,0.10,0.10,0.30,0.60,0.30,0.20,0.10,0.10,0.10,30.00,28.00,54.80,0.20,2.00,8.30,6.70,10.20,17.50,56.40,15.90,0.00,0.00,0.00,0.00,0.00,14.00,43.30,13.00,2.50,2.20,13.90,3.50,4.00,1.90,1.60,0.70,0.60,0.30,0.90,10.20,17.50,56.40,15.90
635,E08000028,0.70,36.00,65.80,0.70,0.00,3.40,2.00,0.20,0.70,0.50,10.20,4.50,2.10,0.30,2.10,1.40,3.70,0.80,0.30,1.30,33.80,35.30,45.50,0.10,3.10,8.00,7.90,8.00,20.70,62.40,8.90,0.00,0.00,0.00,0.00,0.00,13.60,37.10,6.00,7.30,2.90,13.00,5.30,5.90,5.80,3.20,2.10,1.20,1.60,3.20,8.00,20.70,62.40,8.90
636,E06000007,1.70,11.20,92.90,0.70,0.00,2.30,0.30,0.20,0.30,0.20,0.90,0.60,0.10,0.40,0.50,0.20,0.10,0.00,0.10,0.10,30.90,31.40,49.70,0.10,2.40,9.40,7.00,8.50,19.30,60.60,11.50,0.00,0.00,0.00,0.00,0.00,14.60,42.70,7.80,4.00,3.00,14.80,3.60,3.30,4.10,2.10,1.20,0.80,0.40,1.50,8.50,19.30,60.60,11.50
